"specimen_ID";"kelp_belt";"quadrat";"site_name";"site_id";"latitude";"longitude";"sector";"taxon";"abundance";"phylum"
"RMAR1996";"Lh";5;"GUIMEREUX";1;"48.696583";"-1.960633";"Baie de Saint-Malo";"Phyllophora pseudoceranoides";3;"Rhodophyta"
"RMAR1997";"Lh";5;"GUIMEREUX";1;"48.696583";"-1.960633";"Baie de Saint-Malo";"Polyneura bonnemaisonii";3;"Rhodophyta"
"RMAR1998";"Lh";6;"GUIMEREUX";1;"48.696583";"-1.960633";"Baie de Saint-Malo";"Callophyllis laciniata";2;"Rhodophyta"
"RMAR1999";"Lh";6;"GUIMEREUX";1;"48.696583";"-1.960633";"Baie de Saint-Malo";"Polyneura bonnemaisonii";2;"Rhodophyta"
"RMAR2000";"Lh";6;"GUIMEREUX";1;"48.696583";"-1.960633";"Baie de Saint-Malo";"Plocamium";80;"Rhodophyta"
"RMAR2001";"Lh";6;"GUIMEREUX";1;"48.696583";"-1.960633";"Baie de Saint-Malo";"undetermined Delesseriaceae";7;"Rhodophyta"
"RMAR2002";"Lh";6;"GUIMEREUX";1;"48.696583";"-1.960633";"Baie de Saint-Malo";"Phyllophora crispa";7;"Rhodophyta"
"RMAR2003";"Lh";6;"GUIMEREUX";1;"48.696583";"-1.960633";"Baie de Saint-Malo";"Phyllophora pseudoceranoides";1;"Rhodophyta"
"RMAR2004";"Ld";7;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Dictyopteris polypodioides";18;"Ochrophyta"
"RMAR2005";"Ld";7;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Phyllophora sicula";2;"Rhodophyta"
"RMAR2006";"Ld";7;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Phyllophora crispa";5;"Rhodophyta"
"RMAR2007";"Ld";7;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Phyllophora pseudoceranoides";2;"Rhodophyta"
"RMAR2008";"Ld";7;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Polyneura bonnemaisonii";3;"Rhodophyta"
"RMAR2009";"Ld";7;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Plocamium";100;"Rhodophyta"
"RMAR2010";"Ld";7;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"undetermined Delesseriaceae";1;"Rhodophyta"
"RMAR2011";"Ld";7;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Callithamnion tetragonum";1;"Rhodophyta"
"RMAR2012";"Ld";7;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Halurus equisetifolius";1;"Rhodophyta"
"RMAR2013";"Ld";8;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Phyllophora pseudoceranoides";2;"Rhodophyta"
"RMAR2014";"Ld";8;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Phyllophora crispa";14;"Rhodophyta"
"RMAR2015";"Ld";8;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Dilsea carnosa";4;"Rhodophyta"
"RMAR2016";"Ld";8;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"undetermined Delesseriaceae";1;"Rhodophyta"
"RMAR2017";"Ld";8;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Plocamium";15;"Rhodophyta"
"RMAR2018";"Ld";9;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Phyllophora pseudoceranoides";2;"Rhodophyta"
"RMAR2019";"Ld";9;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Phyllophora sicula";2;"Rhodophyta"
"RMAR2020";"Ld";9;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Phyllophora crispa";17;"Rhodophyta"
"RMAR2021";"Ld";9;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Polyneura bonnemaisonii";5;"Rhodophyta"
"RMAR2022";"Ld";9;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Plocamium";30;"Rhodophyta"
"RMAR2023";"Ld";9;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Dictyopteris polypodioides";1;"Ochrophyta"
"RMAR2024";"Lh";10;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Callophyllis laciniata";8;"Rhodophyta"
"RMAR2025";"Lh";10;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Dictyopteris polypodioides";1;"Ochrophyta"
"RMAR2026";"Lh";10;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Phyllophora sicula";3;"Rhodophyta"
"RMAR2027";"Lh";10;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Phyllophora crispa";3;"Rhodophyta"
"RMAR2028";"Lh";10;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Polyneura bonnemaisonii";12;"Rhodophyta"
"RMAR2029";"Lh";10;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Plocamium";90;"Rhodophyta"
"RMAR2030";"Lh";10;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Dilsea carnosa";13;"Rhodophyta"
"RMAR2031";"Lh";11;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Phyllophora pseudoceranoides";1;"Rhodophyta"
"RMAR2032";"Lh";11;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Phyllophora crispa";2;"Rhodophyta"
"RMAR2033";"Lh";11;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"undetermined Delesseriaceae";1;"Rhodophyta"
"RMAR2034";"Lh";11;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"undetermined Delesseriaceae";2;"Rhodophyta"
"RMAR2035";"Lh";11;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Polyneura bonnemaisonii";17;"Rhodophyta"
"RMAR2036";"Lh";11;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Plocamium";22;"Rhodophyta"
"RMAR2037";"Lh";11;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Dilsea carnosa";9;"Rhodophyta"
"RMAR2038";"Lh";11;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Callophyllis laciniata";3;"Rhodophyta"
"RMAR2039";"Lh";11;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Corallina";5;"Rhodophyta"
"RMAR2040";"Lh";12;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Callophyllis laciniata";14;"Rhodophyta"
"RMAR2041";"Lh";12;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Kallymenia reniformis";1;"Rhodophyta"
"RMAR2042";"Lh";12;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Phyllophora crispa";4;"Rhodophyta"
"RMAR2043";"Lh";12;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Phyllophora sicula";1;"Rhodophyta"
"RMAR2044";"Lh";12;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Polyneura bonnemaisonii";30;"Rhodophyta"
"RMAR2045";"Lh";12;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Plocamium";25;"Rhodophyta"
"RMAR2046";"Lh";12;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"undetermined Delesseriaceae";1;"Rhodophyta"
"RMAR2047";"Lh";12;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"undetermined Delesseriaceae";1;"Rhodophyta"
"RMAR2048";"Lh";12;"LA BIGNE";2;"48.694517";"-1.984533";"Baie de Saint-Malo";"Dilsea carnosa";3;"Rhodophyta"
"RMAR2122";"Ld";13;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Callophyllis laciniata";4;"Rhodophyta"
"RMAR2123";"Ld";13;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Corallina";40;"Rhodophyta"
"RMAR2124";"Ld";13;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Plocamium";3;"Rhodophyta"
"RMAR2125";"Ld";13;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Plocamium";45;"Rhodophyta"
"RMAR2126";"Ld";13;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Polyneura bonnemaisonii";5;"Rhodophyta"
"RMAR2127";"Ld";13;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Halopteris filicina";1;"Ochrophyta"
"RMAR2128";"Ld";13;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Sphaerococcus coronopifolius";4;"Rhodophyta"
"RMAR2129";"Ld";13;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"undetermined Delesseriaceae";2;"Rhodophyta"
"RMAR2130";"Ld";14;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Callophyllis laciniata";20;"Rhodophyta"
"RMAR2131";"Ld";14;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Polyneura bonnemaisonii";3;"Rhodophyta"
"RMAR2132";"Ld";14;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"undetermined Delesseriaceae";1;"Rhodophyta"
"RMAR2133";"Ld";14;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Kallymenia reniformis";1;"Rhodophyta"
"RMAR2134";"Ld";14;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Plocamium";6;"Rhodophyta"
"RMAR2135";"Ld";14;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Corallina";2;"Rhodophyta"
"RMAR2136";"Ld";15;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Corallina";18;"Rhodophyta"
"RMAR2137";"Ld";15;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Corallina";60;"Rhodophyta"
"RMAR2138";"Ld";15;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Polyneura bonnemaisonii";2;"Rhodophyta"
"RMAR2139";"Ld";15;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Plocamium";30;"Rhodophyta"
"RMAR2140";"Ld";15;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Sphaerococcus coronopifolius";2;"Rhodophyta"
"RMAR2141";"Ld";15;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Callophyllis laciniata";3;"Rhodophyta"
"RMAR2142";"Ld";15;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Phyllophora pseudoceranoides";5;"Rhodophyta"
"RMAR2143";"Ld";15;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Phyllophora crispa";2;"Rhodophyta"
"RMAR2144";"Ld";15;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"undetermined Delesseriaceae";2;"Rhodophyta"
"RMAR2145";"Lh";16;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Sphaerococcus coronopifolius";14;"Rhodophyta"
"RMAR2146";"Lh";16;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Corallina";11;"Rhodophyta"
"RMAR2147";"Lh";16;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Plocamium";100;"Rhodophyta"
"RMAR2148";"Lh";16;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Phyllophora crispa";6;"Rhodophyta"
"RMAR2149";"Lh";16;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Dictyopteris polypodioides";36;"Ochrophyta"
"RMAR2150";"Lh";17;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Polyneura bonnemaisonii";17;"Rhodophyta"
"RMAR2151";"Lh";17;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Plocamium";23;"Rhodophyta"
"RMAR2152";"Lh";17;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"undetermined Delesseriaceae";3;"Rhodophyta"
"RMAR2153";"Lh";17;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Phyllophora crispa";6;"Rhodophyta"
"RMAR2154";"Lh";17;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Dictyopteris polypodioides";4;"Ochrophyta"
"RMAR2155";"Lh";17;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Callophyllis laciniata";3;"Rhodophyta"
"RMAR2156";"Lh";17;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"undetermined Delesseriaceae";14;"Rhodophyta"
"RMAR2157";"Lh";17;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Sphaerococcus coronopifolius";10;"Rhodophyta"
"RMAR2158";"Lh";17;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Corallina";10;"Rhodophyta"
"RMAR2159";"Lh";17;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Halopteris filicina";1;"Ochrophyta"
"RMAR2160";"Lh";18;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Corallina";6;"Rhodophyta"
"RMAR2161";"Lh";18;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Sphaerococcus coronopifolius";2;"Rhodophyta"
"RMAR2162";"Lh";18;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Dictyopteris polypodioides";14;"Ochrophyta"
"RMAR2163";"Lh";18;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Plocamium";30;"Rhodophyta"
"RMAR2164";"Lh";18;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Polyneura bonnemaisonii";2;"Rhodophyta"
"RMAR2165";"Lh";18;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Gracilaria";1;"Rhodophyta"
"RMAR2166";"Lh";18;"NERPUT";3;"48.652483";"-2.140333";"Baie de Saint-Malo";"Phyllophora crispa";16;"Rhodophyta"
"RMAR2049";"Ld";19;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Callophyllis laciniata";3;"Rhodophyta"
"RMAR2050";"Ld";19;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Corallina";5;"Rhodophyta"
"RMAR2051";"Ld";19;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Plocamium";25;"Rhodophyta"
"RMAR2052";"Ld";19;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Phyllophora crispa";20;"Rhodophyta"
"RMAR2053";"Ld";19;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Polyneura bonnemaisonii";19;"Rhodophyta"
"RMAR2054";"Ld";19;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"undetermined Delesseriaceae";1;"Rhodophyta"
"RMAR2055";"Ld";19;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"undetermined Delesseriaceae";1;"Rhodophyta"
"RMAR2056";"Ld";20;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Phyllophora crispa";17;"Rhodophyta"
"RMAR2057";"Ld";20;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Kallymenia reniformis";2;"Rhodophyta"
"RMAR2058";"Ld";20;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Callophyllis laciniata";19;"Rhodophyta"
"RMAR2059";"Ld";20;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Kallymenia reniformis";1;"Rhodophyta"
"RMAR2060";"Ld";20;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Polyneura bonnemaisonii";16;"Rhodophyta"
"RMAR2061";"Ld";20;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Plocamium";11;"Rhodophyta"
"RMAR2062";"Ld";21;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Dilsea carnosa";12;"Rhodophyta"
"RMAR2063";"Ld";21;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Corallina";8;"Rhodophyta"
"RMAR2064";"Ld";21;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Phyllophora crispa";11;"Rhodophyta"
"RMAR2065";"Ld";21;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Plocamium";15;"Rhodophyta"
"RMAR2066";"Lh";22;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Plocamium";100;"Rhodophyta"
"RMAR2067";"Lh";22;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Phyllophora pseudoceranoides";8;"Rhodophyta"
"RMAR2068";"Lh";22;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Phyllophora crispa";14;"Rhodophyta"
"RMAR2069";"Lh";22;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Callophyllis laciniata";5;"Rhodophyta"
"RMAR2070";"Lh";22;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Meredithia microphylla";1;"Rhodophyta"
"RMAR2071";"Lh";22;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Phyllophora sicula";1;"Rhodophyta"
"RMAR2072";"Lh";23;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Plocamium";30;"Rhodophyta"
"RMAR2073";"Lh";23;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Callophyllis laciniata";11;"Rhodophyta"
"RMAR2074";"Lh";23;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Polyneura bonnemaisonii";1;"Rhodophyta"
"RMAR2075";"Lh";23;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Polyneura bonnemaisonii";10;"Rhodophyta"
"RMAR2076";"Lh";23;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Phyllophora pseudoceranoides";3;"Rhodophyta"
"RMAR2077";"Lh";23;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Phyllophora crispa";18;"Rhodophyta"
"RMAR2078";"Lh";23;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Corallina";5;"Rhodophyta"
"RMAR2079";"Lh";24;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Plocamium";100;"Rhodophyta"
"RMAR2080";"Lh";24;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Phyllophora crispa";4;"Rhodophyta"
"RMAR2081";"Lh";24;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Phyllophora sicula";2;"Rhodophyta"
"RMAR2082";"Lh";24;"LE MOULIN";4;"48.651133";"-2.1175";"Baie de Saint-Malo";"Callophyllis laciniata";1;"Rhodophyta"
"RMAR2083";"Ld";25;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Plocamium";17;"Rhodophyta"
"RMAR2084";"Ld";25;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Heterosiphonia plumosa";1;"Rhodophyta"
"RMAR2085";"Ld";26;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Phyllophora crispa";48;"Rhodophyta"
"RMAR2086";"Ld";26;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Corallina";3;"Rhodophyta"
"RMAR2087";"Ld";26;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Cladophora";1;"Chlorophyta"
"RMAR2088";"Ld";26;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Dictyota dichotoma";2;"Ochrophyta"
"RMAR2089";"Ld";26;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Callophyllis laciniata";1;"Rhodophyta"
"RMAR2090";"Ld";26;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Halopteris filicina";8;"Ochrophyta"
"RMAR2091";"Ld";26;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Plocamium";12;"Rhodophyta"
"RMAR2092";"Ld";27;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Phyllophora crispa";33;"Rhodophyta"
"RMAR2093";"Ld";27;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Corallina";14;"Rhodophyta"
"RMAR2094";"Ld";27;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"undetermined Delesseriaceae";2;"Rhodophyta"
"RMAR2095";"Ld";27;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Plocamium";18;"Rhodophyta"
"RMAR2096";"Ld";27;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Dictyopteris polypodioides";1;"Ochrophyta"
"RMAR2097";"Ld";27;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Saccorhiza polyschides";1;"Ochrophyta"
"RMAR2098";"Lh";28;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Phyllophora crispa";23;"Rhodophyta"
"RMAR2099";"Lh";28;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Corallina";4;"Rhodophyta"
"RMAR2100";"Lh";28;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Dictyota dichotoma";2;"Ochrophyta"
"RMAR2101";"Lh";28;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"undetermined Delesseriaceae";2;"Rhodophyta"
"RMAR2102";"Lh";28;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Plocamium";3;"Rhodophyta"
"RMAR2103";"Lh";28;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Cladophora";1;"Chlorophyta"
"RMAR2104";"Lh";28;"LES AMAS DU CAP";5;"48.68785";"-2.330367";"Baie de Saint-Malo";"Halopteris filicina";10;"Ochrophyta"
